p_val	avg_diff	pct.1	pct.2	cluster	gene
Tpm3	4.45338306079923e-13	0.718200728329638	0.906	0.674	InnateLymphoid	Tpm3
Rpl3	4.65616947363217e-13	0.699500148979644	0.922	0.646	InnateLymphoid	Rpl3
Sema4a	5.10179588630086e-13	0.791516675532001	0.25	0.019	InnateLymphoid	Sema4a
Rpl28	5.55116071663502e-13	0.81549174733837	0.844	0.462	InnateLymphoid	Rpl28
Rpl22	1.13364697112107e-12	0.784112007707835	0.891	0.624	InnateLymphoid	Rpl22
Tsc22d4	1.36608972827173e-12	0.82737637168467	0.672	0.263	InnateLymphoid	Tsc22d4
S100a13	1.76920058316181e-12	0.930597011119845	0.484	0.13	InnateLymphoid	S100a13
Rapgef6	1.8389363313514e-12	1.05920103876672	0.531	0.169	InnateLymphoid	Rapgef6
Tap2	2.67853108185043e-12	0.898946730637842	0.312	0.045	InnateLymphoid	Tap2
Evi2a	2.75543685279917e-12	0.760087782497255	0.234	0.017	InnateLymphoid	Evi2a
Fam189b	2.85229208028445e-12	0.841880182739017	0.297	0.041	InnateLymphoid	Fam189b
Rpl36	4.25848806995583e-12	0.736127630676787	0.891	0.628	InnateLymphoid	Rpl36
Lbr	4.40717278117551e-12	0.845670333586861	0.312	0.041	InnateLymphoid	Lbr
Gbp6	6.06548556463724e-12	0.758207079537421	0.234	0.02	InnateLymphoid	Gbp6
Zfp36l2	7.02288543642742e-12	0.956754716972246	0.453	0.117	InnateLymphoid	Zfp36l2
Gm10269	7.04915621907664e-12	0.905116654128164	0.422	0.118	InnateLymphoid	Gm10269
Socs1	7.42531352478709e-12	0.986153511654531	0.281	0.04	InnateLymphoid	Socs1
Cntrl	9.31467269757266e-12	0.978325392744765	0.484	0.149	InnateLymphoid	Cntrl
Ly6a	1.10190716921589e-11	0.839871302454366	0.703	0.26	InnateLymphoid	Ly6a
F2r	1.13848033504399e-11	0.808709658368506	0.219	0.014	InnateLymphoid	F2r
Slc9a3r1	1.27368146190415e-11	0.74636222664796	0.328	0.056	InnateLymphoid	Slc9a3r1
Capg	1.59268809733082e-11	0.995113714083362	0.312	0.106	InnateLymphoid	Capg
Diap1	1.85043170905499e-11	1.01358606705857	0.406	0.112	InnateLymphoid	Diap1
Actr2	1.96453172388863e-11	0.924387978762401	0.562	0.204	InnateLymphoid	Actr2
Rpl7a	2.08214834077955e-11	0.786110247265373	0.844	0.501	InnateLymphoid	Rpl7a
Akap13	2.11500511587356e-11	0.922065836328442	0.625	0.241	InnateLymphoid	Akap13
Gbp9	2.64879162808058e-11	0.78529516147997	0.219	0.016	InnateLymphoid	Gbp9
Pdcd4	3.42072699008161e-11	0.832049130486552	0.75	0.458	InnateLymphoid	Pdcd4
Rps27rt	3.87317468147822e-11	0.764401014883111	0.344	0.06	InnateLymphoid	Rps27rt
Gm11478	4.42030811501931e-11	0.936520849645544	0.609	0.244	InnateLymphoid	Gm11478
Wdr89	7.46587561742939e-11	0.842779967788441	0.656	0.278	InnateLymphoid	Wdr89
Ifi203	9.86300395558097e-11	0.964295210848142	0.484	0.13	InnateLymphoid	Ifi203
9930111J21Rik2	1.0014956660478e-10	0.876029394690384	0.219	0.017	InnateLymphoid	9930111J21Rik2
Tapbpl	1.05835931696514e-10	0.834875240627038	0.266	0.04	InnateLymphoid	Tapbpl
Samhd1	1.13584826132147e-10	0.864407272745018	0.375	0.118	InnateLymphoid	Samhd1
Rps16-ps2	2.27262640477321e-10	0.872474588157577	0.5	0.166	InnateLymphoid	Rps16-ps2
Ppp2r5a	2.87946885177862e-10	0.881395907219993	0.406	0.111	InnateLymphoid	Ppp2r5a
Gm15427	4.06128002145671e-10	0.795457158746907	0.438	0.136	InnateLymphoid	Gm15427
Myh9	4.27556079577091e-10	0.92364416287087	0.453	0.165	InnateLymphoid	Myh9
Rpl10a	4.79182378516006e-10	0.766744378473849	0.703	0.412	InnateLymphoid	Rpl10a
Cdkn2aipnl	4.82513498045867e-10	0.722987054916784	0.281	0.047	InnateLymphoid	Cdkn2aipnl
Gbp7	5.7839522938432e-10	0.852784420329293	0.438	0.121	InnateLymphoid	Gbp7
Ifngr1	7.1395009752858e-10	0.947516998917236	0.453	0.185	InnateLymphoid	Ifngr1
Smap2	7.8450314445315e-10	0.750192401567944	0.375	0.087	InnateLymphoid	Smap2
Clec2d	9.28269511933507e-10	0.712459672403811	0.25	0.029	InnateLymphoid	Clec2d
Lgals1	9.96064832462989e-10	0.753435439760769	0.812	0.505	InnateLymphoid	Lgals1
Trim30a	1.02376868912622e-09	0.716266568716312	0.281	0.048	InnateLymphoid	Trim30a
Stk4	1.21500445851235e-09	0.758678802685867	0.375	0.101	InnateLymphoid	Stk4
Hnrnpf	1.28086897584516e-09	0.805999884683227	0.5	0.207	InnateLymphoid	Hnrnpf
Serpina3g	1.74753944555105e-09	0.966141684347332	0.25	0.032	InnateLymphoid	Serpina3g
Hdac1	2.10672931111809e-09	0.753716848054364	0.531	0.182	InnateLymphoid	Hdac1
Uba52	2.73200877204768e-09	0.739111713008841	0.531	0.194	InnateLymphoid	Uba52
Ppp1ca	3.14093432505e-09	0.775553791440627	0.594	0.256	InnateLymphoid	Ppp1ca
Gm10288	3.18662327264286e-09	0.745756830895642	0.422	0.119	InnateLymphoid	Gm10288
Prelid1	3.19532668566452e-09	0.79485861963604	0.469	0.159	InnateLymphoid	Prelid1
Mob3a	3.24327971056134e-09	0.695471867188572	0.25	0.035	InnateLymphoid	Mob3a
Rps23-ps1	3.44911796372637e-09	0.823656552803564	0.328	0.088	InnateLymphoid	Rps23-ps1
Prkcq	4.30465196734015e-09	0.74061619129565	0.25	0.041	InnateLymphoid	Prkcq
Pycard	5.63344122856852e-09	0.744277490636099	0.297	0.055	InnateLymphoid	Pycard
Iqgap2	8.22611599739144e-09	0.797203453323289	0.312	0.059	InnateLymphoid	Iqgap2
Tagln2	9.19318732178939e-09	0.849515371344194	0.438	0.134	InnateLymphoid	Tagln2
Rpl37rt	1.12264685085222e-08	0.743653553240457	0.5	0.189	InnateLymphoid	Rpl37rt
Eno1	1.15064127998224e-08	0.885192024868508	0.438	0.162	InnateLymphoid	Eno1
Gm13436	1.34076966789118e-08	0.740546075448949	0.391	0.122	InnateLymphoid	Gm13436
Gm14303	1.37026935600426e-08	0.808084380405267	0.484	0.209	InnateLymphoid	Gm14303
Irgm1	1.79624035334539e-08	0.77262211386445	0.328	0.073	InnateLymphoid	Irgm1
Itgb1	2.38884992945606e-08	0.735138153205563	0.812	0.54	InnateLymphoid	Itgb1
Arl6ip1	2.70579614191779e-08	0.810090045493831	0.734	0.442	InnateLymphoid	Arl6ip1
Myl12b	3.27471326352949e-08	0.703301105292171	0.688	0.384	InnateLymphoid	Myl12b
Rab8b	3.59381544291651e-08	0.852256729259002	0.359	0.105	InnateLymphoid	Rab8b
Anp32a	4.10528940449312e-08	0.721577472808381	0.734	0.429	InnateLymphoid	Anp32a
B4galnt1	4.16556270708734e-08	0.750558586496125	0.266	0.05	InnateLymphoid	B4galnt1
Crot	4.47161970354285e-08	0.802021913294054	0.375	0.118	InnateLymphoid	Crot
Incenp	4.91378680358362e-08	0.766176269380238	0.266	0.055	InnateLymphoid	Incenp
Gapdh	5.58580770640727e-08	0.774098631166613	0.578	0.276	InnateLymphoid	Gapdh
Nfyb	5.5966740347293e-08	0.704482260978282	0.297	0.076	InnateLymphoid	Nfyb
Arhgap15	5.95755075695897e-08	0.717988585169542	0.25	0.044	InnateLymphoid	Arhgap15
Ablim1	5.95901720143212e-08	0.822366941822052	0.5	0.197	InnateLymphoid	Ablim1
Tpt1-ps3	8.43043528484047e-08	0.8175574589509	0.453	0.173	InnateLymphoid	Tpt1-ps3
Stk38	1.18437225158829e-07	0.697179050060284	0.406	0.13	InnateLymphoid	Stk38
Pim1	1.26272183230467e-07	0.863460733835608	0.328	0.092	InnateLymphoid	Pim1
Arpc1b	1.38677838958399e-07	0.704911872940794	0.719	0.431	InnateLymphoid	Arpc1b
Ezr	1.64106700820705e-07	0.746317656327371	0.406	0.131	InnateLymphoid	Ezr
Arl6ip5	2.18926121139044e-07	0.722329804619494	0.375	0.12	InnateLymphoid	Arl6ip5
Prr13	2.38611449458981e-07	0.753114096727227	0.375	0.122	InnateLymphoid	Prr13
H2afz	2.59019754307471e-07	0.84738683923606	0.438	0.194	InnateLymphoid	H2afz
Rsbn1l	6.01340051966749e-07	0.77509421774117	0.422	0.164	InnateLymphoid	Rsbn1l
Stat1	6.10023396202906e-07	0.788267172244755	0.359	0.11	InnateLymphoid	Stat1
Ostf1	6.46967792957475e-07	0.717577201201214	0.375	0.129	InnateLymphoid	Ostf1
Snrpg	6.68680571434236e-07	0.713654126151303	0.5	0.226	InnateLymphoid	Snrpg
Rpl31-ps8	9.04857667074873e-07	0.716940440140551	0.312	0.106	InnateLymphoid	Rpl31-ps8
Ifi27l2a	1.44786053882897e-06	0.842198486945252	0.328	0.093	InnateLymphoid	Ifi27l2a
Ccdc12	1.67288848065868e-06	0.734717365149823	0.328	0.112	InnateLymphoid	Ccdc12
Zyx	3.06344891913998e-06	0.725510556202778	0.438	0.213	InnateLymphoid	Zyx
Dnajc9	3.55085166108257e-06	0.701572377510463	0.359	0.135	InnateLymphoid	Dnajc9
Gltscr2	1.31499624889029e-05	0.709951917516251	0.5	0.286	InnateLymphoid	Gltscr2
Lyz2	5.52996426527399e-254	4.24823650439092	0.921	0.033	Macrophage	Lyz2
C1qb	8.58372652325949e-242	3.39791874167594	0.928	0.018	Macrophage	C1qb
C1qc	1.22024535020034e-220	3.34520748116891	0.892	0.01	Macrophage	C1qc
Ctss	2.297837862692e-217	2.99610329146505	0.914	0.01	Macrophage	Ctss
C1qa	1.3042719662411e-212	2.90734213589409	0.871	0.008	Macrophage	C1qa
Tyrobp	3.56950851522121e-199	2.47472958768955	0.842	0.005	Macrophage	Tyrobp
Pf4	9.33061886926907e-196	3.34687130156873	0.827	0.012	Macrophage	Pf4
F13a1	1.82178307692519e-182	2.97522764693496	0.791	0.011	Macrophage	F13a1
Csf1r	6.69238390644887e-182	2.25469403042996	0.799	0.004	Macrophage	Csf1r
Wfdc17	1.46386002219133e-177	2.89118932063727	0.784	0.011	Macrophage	Wfdc17
Cbr2	2.38485245550822e-175	2.7117732757415	0.77	0.008	Macrophage	Cbr2
Ctsb	3.9002431262598e-172	2.1323587130934	0.899	0.373	Macrophage	Ctsb
Fcer1g	1.09997484749996e-171	2.50703542700802	0.863	0.022	Macrophage	Fcer1g
Ctsc	9.491853402344e-170	2.35019414087777	0.82	0.013	Macrophage	Ctsc
Ms4a7	4.16460303477262e-169	2.47034066972655	0.741	0.005	Macrophage	Ms4a7
Laptm51	5.97663225151578e-165	2.22322569745573	0.856	0.015	Macrophage	Laptm5
Dab2	7.39251119498247e-155	2.46683106296816	0.813	0.128	Macrophage	Dab2
Ms4a6c	9.32980326628108e-153	1.83061353755291	0.683	0.002	Macrophage	Ms4a6c
Cx3cr1	1.94651431125344e-151	2.25652383156767	0.698	0.004	Macrophage	Cx3cr1
Ly86	8.45903561977111e-150	1.86451791136007	0.683	0.003	Macrophage	Ly86
Cd68	3.10807937317125e-148	1.99926093276362	0.698	0.006	Macrophage	Cd68
Clec4n	1.57467309005524e-145	1.72779193803239	0.647	0.002	Macrophage	Clec4n
Fcgr3	1.06564836067761e-139	1.73718198150451	0.655	0.003	Macrophage	Fcgr3
Stab1	3.06848603461209e-134	2.14021278211161	0.662	0.008	Macrophage	Stab1
Cybb	7.39554315587756e-133	1.82684303660615	0.647	0.006	Macrophage	Cybb
Folr2	4.89802261062288e-132	1.83719897920785	0.619	0.004	Macrophage	Folr2
Sepp11	5.60190858025496e-132	1.90571387923973	0.871	0.469	Macrophage	Sepp1
Trem2	2.27119410017216e-128	1.70200855955252	0.59	0.003	Macrophage	Trem2
Cd74	2.55012581971823e-128	3.53737766321426	0.647	0.012	Macrophage	Cd74
Ccl8	3.25784466795073e-127	2.88406577319688	0.612	0.007	Macrophage	Ccl8
Mrc1	3.81927012531538e-120	2.40629672623408	0.835	0.148	Macrophage	Mrc1
Hpgds	3.98074240865261e-118	1.50658950705391	0.554	0.002	Macrophage	Hpgds
Ighm	4.59919288565019e-118	1.64309155014169	0.597	0.005	Macrophage	Ighm
H2-D11	8.23438918012657e-118	1.94382675354143	0.971	0.317	Macrophage	H2-D1
H2-Ab1	1.49203399054677e-117	3.31653619215188	0.59	0.013	Macrophage	H2-Ab1
H2-Aa	1.84036663740906e-117	3.32939363680368	0.583	0.007	Macrophage	H2-Aa
Ms4a6b1	5.35304816700705e-112	1.669011753212	0.633	0.011	Macrophage	Ms4a6b
Evi2a1	6.43960184877198e-110	1.54799101857378	0.561	0.005	Macrophage	Evi2a
Grn	8.7897914895682e-103	1.83113581756114	0.763	0.159	Macrophage	Grn
Ptpn181	1.443772413835e-101	1.64666686987277	0.633	0.017	Macrophage	Ptpn18
Lcp11	2.43792450951849e-100	1.53185516675968	0.64	0.02	Macrophage	Lcp1
Alox5ap	4.54440350022598e-100	1.54970343866658	0.547	0.01	Macrophage	Alox5ap
Tmsb4x1	3.29613220869042e-98	1.49393333144954	1	0.782	Macrophage	Tmsb4x
H2-Eb1	1.40976197673244e-97	2.8869105537203	0.489	0.006	Macrophage	H2-Eb1
Lilrb4	4.42516965601768e-97	1.3511105464561	0.482	0.003	Macrophage	Lilrb4
Spi1	4.47859892022151e-97	1.27884789776965	0.468	0.002	Macrophage	Spi1
Apoe	3.70049307800351e-96	2.1589715880705	0.892	0.473	Macrophage	Apoe
C3ar1	2.72629622360302e-94	1.20949975234889	0.446	0.001	Macrophage	C3ar1
Pld4	3.3418726789572e-94	1.4124743372037	0.489	0.005	Macrophage	Pld4
Lgmn	7.8260361187738e-94	1.89661672001836	0.799	0.134	Macrophage	Lgmn
P2ry12	2.12054624695414e-93	1.17887876910826	0.446	0.002	Macrophage	P2ry12
Fcrls	8.65408432145975e-93	1.24370106952072	0.46	0.003	Macrophage	Fcrls
Unc93b1	1.83465517548233e-92	1.63088089450558	0.683	0.047	Macrophage	Unc93b1
Adgre1	4.50863658521835e-92	1.29348953822844	0.424	0.001	Macrophage	Adgre1
Clec4a2	2.46620380700485e-91	1.39660355210275	0.511	0.007	Macrophage	Clec4a2
Ehd4	1.18867386338934e-90	1.52840402129259	0.727	0.053	Macrophage	Ehd4
Clec10a	2.02528425522523e-90	1.3453434960263	0.432	0.002	Macrophage	Clec10a
Gpr34	3.50252716962984e-90	1.2751426530922	0.432	0.002	Macrophage	Gpr34
Ncf1	4.09440550076128e-90	1.18802358549936	0.424	0.001	Macrophage	Ncf1
Clec12a	8.77549877208056e-90	1.19011967887098	0.417	0.001	Macrophage	Clec12a
Slfn21	1.69250194760673e-89	1.52166957512774	0.532	0.011	Macrophage	Slfn2
Hexb	7.50387359695924e-89	1.73192838830626	0.712	0.071	Macrophage	Hexb
Maf	1.06361307196127e-86	1.8151063681091	0.849	0.295	Macrophage	Maf
Rgs10	1.58880113985316e-86	1.57702991702428	0.626	0.032	Macrophage	Rgs10
B2m1	7.81478281165407e-82	1.52938413224352	0.978	0.514	Macrophage	B2m
H2-K11	3.89599782453802e-81	1.6968263326534	0.935	0.313	Macrophage	H2-K1
Aif1	1.28986567559159e-79	1.68109181992636	0.871	0.161	Macrophage	Aif1
Slc9a9	1.39469370457657e-79	1.07843621972965	0.424	0.004	Macrophage	Slc9a9
Neat1	2.30428073358977e-79	1.84264746140014	0.806	0.228	Macrophage	Neat1
Itm2b	2.05836500841196e-78	1.24764261889402	0.942	0.721	Macrophage	Itm2b
Gmfg1	2.06203059907694e-77	1.29418715410372	0.489	0.012	Macrophage	Gmfg
Cd531	1.10317585052744e-76	1.18711285703726	0.446	0.007	Macrophage	Cd53
Myo5a	5.51931015806974e-76	1.6653960847368	0.647	0.073	Macrophage	Myo5a
Ms4a6d	1.01859598407245e-75	1.02125147192817	0.353	0.001	Macrophage	Ms4a6d
Ftl1	1.25321670148906e-74	1.59590560832962	0.82	0.383	Macrophage	Ftl1
Ly6e1	4.30150739735442e-72	1.57504921433745	0.878	0.31	Macrophage	Ly6e
Ptpn6	1.20527734951483e-70	1.05842604824429	0.388	0.004	Macrophage	Ptpn6
Casp11	1.23453608294279e-70	1.19070667066319	0.453	0.011	Macrophage	Casp1
H2-DMa	4.04426959131096e-70	1.50073908986279	0.468	0.015	Macrophage	H2-DMa
Ccl24	8.74158479222518e-70	1.02139421080208	0.331	0.001	Macrophage	Ccl24
Arhgap301	1.00077370910596e-68	1.34613892195872	0.46	0.014	Macrophage	Arhgap30
Apbb1ip1	2.1196035032322e-68	1.21768169742459	0.453	0.012	Macrophage	Apbb1ip
Clec4a3	3.61826275940695e-68	1.10605077020259	0.324	0.001	Macrophage	Clec4a3
Ptprc1	5.48031053223641e-67	1.2203196455605	0.446	0.016	Macrophage	Ptprc
Cd163	6.38679563975533e-67	1.71491032307604	0.331	0.003	Macrophage	Cd163
Cyth41	2.07695360422774e-66	1.27017936505171	0.424	0.01	Macrophage	Cyth4
Slc40a1	4.85438834572067e-65	1.18074122211252	0.367	0.005	Macrophage	Slc40a1
Gpr183	4.1157698849637e-64	0.920209000771695	0.317	0.001	Macrophage	Gpr183
Lair1	9.9334859772578e-64	1.17925538259996	0.432	0.013	Macrophage	Lair1
Hpgd	1.37014874648239e-62	1.53449471985596	0.77	0.21	Macrophage	Hpgd
Gpr651	5.16294477801037e-62	1.25328761398928	0.367	0.006	Macrophage	Gpr65
Cmah	6.89586444332403e-62	1.15478662631202	0.338	0.003	Macrophage	Cmah
Cd371	3.79217619496462e-61	1.13906308148579	0.424	0.014	Macrophage	Cd37
Fcgr1	1.24271302488959e-59	0.857606135121601	0.281	0.001	Macrophage	Fcgr1
Psmb81	1.77782924374283e-59	1.4061587588164	0.604	0.062	Macrophage	Psmb8
Sirpa	4.62693072715692e-59	1.1328274543137	0.432	0.018	Macrophage	Sirpa
Nrros	1.14722784456794e-58	0.92400605064759	0.324	0.003	Macrophage	Nrros
Gm19661	7.18429650387767e-58	1.02467056221322	0.353	0.006	Macrophage	Gm1966
Tnfaip8l2	1.3052883299302e-57	0.780672953248062	0.302	0.002	Macrophage	Tnfaip8l2
March1	3.87256464314312e-57	0.857898518738728	0.281	0.001	Macrophage	March1
Bin1	8.17654840956143e-57	1.31125152339199	0.59	0.069	Macrophage	Bin1
Mef2c	5.3227185821396e-56	1.40165229909159	0.691	0.117	Macrophage	Mef2c
Msr1	8.86257480697446e-56	1.02047025475456	0.345	0.007	Macrophage	Msr1
Cd481	1.09514740322255e-55	0.903742154112265	0.345	0.008	Macrophage	Cd48
Itgam	1.40013215674175e-55	0.923203413782655	0.381	0.011	Macrophage	Itgam
Cd209f	2.74501562259575e-55	1.65975533510821	0.266	0.001	Macrophage	Cd209f
Cd841	8.73055926230744e-55	0.918304738800996	0.338	0.006	Macrophage	Cd84
Ccl2	2.89002139966156e-54	1.65026397312439	0.331	0.006	Macrophage	Ccl2
Cd86	3.20904641654032e-54	0.898430926805813	0.281	0.002	Macrophage	Cd86
Clec4a1	7.73581917647015e-54	0.868351415786061	0.273	0.001	Macrophage	Clec4a1
AF251705	3.73125131008872e-53	0.790769165521809	0.266	0.001	Macrophage	AF251705
Ltc4s	7.20620050397538e-53	1.07652186209038	0.353	0.009	Macrophage	Ltc4s
Timd4	1.95267620941656e-52	0.769116776553756	0.245	0	Macrophage	Timd4
P2ry13	2.76523623085337e-52	0.805588214431501	0.266	0.001	Macrophage	P2ry13
Lst1	2.77970710866247e-52	1.06839948020022	0.331	0.008	Macrophage	Lst1
Rassf4	2.49757248454145e-51	0.925072087131802	0.288	0.003	Macrophage	Rassf4
Colec12	3.8732840346665e-51	1.05760092449124	0.381	0.015	Macrophage	Colec12
Aoah	9.45334988915467e-51	0.714663149366987	0.237	0	Macrophage	Aoah
Sh3bgrl31	1.61461635314641e-50	1.40436015897801	0.741	0.189	Macrophage	Sh3bgrl3
Igsf6	2.04762039305413e-50	0.818466339143781	0.237	0	Macrophage	Igsf6
Lpcat2	3.23074521253815e-50	0.751191145791715	0.259	0.001	Macrophage	Lpcat2
Wwp1	8.40408448414143e-50	1.30821118980817	0.612	0.108	Macrophage	Wwp1
Ccr51	1.11530495067022e-48	0.920920283889969	0.302	0.005	Macrophage	Ccr5
Ccl7	1.14093165682381e-48	1.37638108157633	0.259	0.002	Macrophage	Ccl7
Abca9	1.30302242490232e-48	1.1661111450335	0.475	0.042	Macrophage	Abca9
Ctsh	2.97995398426365e-48	1.15669432527491	0.511	0.052	Macrophage	Ctsh
Arrb21	2.50323545076467e-47	1.01607458616174	0.424	0.028	Macrophage	Arrb2
Arl4c1	2.81652128097906e-47	0.993449322714825	0.381	0.018	Macrophage	Arl4c
Gm89951	4.69090488859546e-47	1.1360743084508	0.381	0.019	Macrophage	Gm8995
Trf	8.72654504342717e-47	1.10968914162965	0.604	0.091	Macrophage	Trf
Ctsa	2.02331139031079e-46	1.25763463095652	0.568	0.096	Macrophage	Ctsa
Fyb1	1.23806473827712e-45	1.03771868092077	0.676	0.133	Macrophage	Fyb
Tmem176b	3.26125875969296e-45	1.11707419893785	0.763	0.186	Macrophage	Tmem176b
Fam213b	1.16668068253443e-44	0.985475190045215	0.388	0.024	Macrophage	Fam213b
Plek	1.57261932807488e-44	0.937834831849738	0.288	0.007	Macrophage	Plek
Hcls11	1.60163447204506e-44	0.803771394885389	0.281	0.006	Macrophage	Hcls1
Nckap1l	4.00822569223454e-44	0.809895629894087	0.302	0.008	Macrophage	Nckap1l
Slc11a1	5.18396478384637e-44	0.948313793525732	0.331	0.013	Macrophage	Slc11a1
Lyl1	5.30240185659622e-44	0.723080608254214	0.237	0.002	Macrophage	Lyl1
Lyn	1.64679212937328e-42	0.85235318674938	0.273	0.006	Macrophage	Lyn
Rin2	1.4558412702097e-41	1.16510702836805	0.525	0.086	Macrophage	Rin2
Mtss1	2.49207983039567e-41	0.90342833555626	0.338	0.017	Macrophage	Mtss1
Hacd4	2.58446190019375e-41	0.847751808562142	0.317	0.013	Macrophage	Hacd4
Bank1	4.32099278044926e-41	0.744920554177091	0.216	0.001	Macrophage	Bank1
Man2b1	1.14051250583667e-40	1.1610717744012	0.518	0.089	Macrophage	Man2b1
Ddx60	3.94638329045969e-40	1.19656348552761	0.403	0.037	Macrophage	Ddx60
Fam105a	1.26182592823683e-39	0.899771152088133	0.432	0.044	Macrophage	Fam105a
Cyba1	4.59639882442343e-39	1.11669328553011	0.777	0.277	Macrophage	Cyba
Cfh	9.64537396575387e-39	1.02170084956107	0.705	0.179	Macrophage	Cfh
Atp2b1	1.5041421589939e-38	0.994241098589442	0.906	0.44	Macrophage	Atp2b1
Samhd11	1.71750142915158e-38	1.03381450905456	0.583	0.108	Macrophage	Samhd1
Rac21	3.47601393099785e-38	0.705727912435714	0.281	0.014	Macrophage	Rac2
H2-T231	5.45527927116748e-38	1.13463767930541	0.59	0.125	Macrophage	H2-T23
Ogfrl1	1.93268470201655e-37	0.865832138296506	0.353	0.024	Macrophage	Ogfrl1
Mpeg1	2.09134548317529e-37	1.24755145791354	0.432	0.061	Macrophage	Mpeg1
Tmem176a	2.39099235584441e-37	0.912819454897552	0.59	0.119	Macrophage	Tmem176a
Coro1a1	3.2014426201388e-37	0.748162659254658	0.259	0.008	Macrophage	Coro1a
9930111J21Rik21	5.7000520437569e-37	0.799066284418297	0.288	0.012	Macrophage	9930111J21Rik2
Sat1	2.69779403638374e-36	1.1772830416821	0.698	0.22	Macrophage	Sat1
Rnf150	5.61898824349723e-36	0.849073778061885	0.295	0.014	Macrophage	Rnf150
Snx5	6.62005445197936e-35	1.04063994724855	0.597	0.137	Macrophage	Snx5
Pid1	7.30461411559616e-35	0.98238429477398	0.424	0.052	Macrophage	Pid1
Gng21	7.64121441937261e-35	0.790519000986797	0.309	0.019	Macrophage	Gng2
Sp1101	7.7221450470767e-35	0.783077569783555	0.295	0.016	Macrophage	Sp110
Cfp	1.10964926666715e-34	0.836781470422695	0.302	0.017	Macrophage	Cfp
Cotl11	1.50610028011939e-34	0.942581667848025	0.511	0.086	Macrophage	Cotl1
Gltp	2.8705785735288e-34	0.846460246449684	0.367	0.033	Macrophage	Gltp
H2-DMb1	2.96298172856019e-34	0.77902643318259	0.223	0.005	Macrophage	H2-DMb1
Il6ra	5.39784788628233e-34	0.948231308780023	0.518	0.092	Macrophage	Il6ra
Gbp71	1.10186834379489e-33	1.12222744698437	0.554	0.113	Macrophage	Gbp7
Nrp1	1.26551125662418e-33	0.969601627192956	0.777	0.279	Macrophage	Nrp1
Tmem106a	1.04333925520234e-32	0.800572287186757	0.273	0.014	Macrophage	Tmem106a
Scamp2	4.04366621473558e-32	0.993202166290535	0.719	0.266	Macrophage	Scamp2
Syk	4.41688823189133e-32	0.807040501096563	0.331	0.027	Macrophage	Syk
Hmha11	6.5313236955923e-32	0.718226988356094	0.295	0.019	Macrophage	Hmha1
Crip11	2.72840991657336e-31	1.0759597783295	0.755	0.265	Macrophage	Crip1
Cd521	4.98862046930071e-31	1.24057183889835	0.288	0.021	Macrophage	Cd52
Fxyd2	5.58158914575872e-31	0.797110817955441	0.317	0.025	Macrophage	Fxyd2
Arhgdib1	1.29610891586401e-30	0.843175516184802	0.698	0.219	Macrophage	Arhgdib
Pycard1	6.19094600451947e-30	0.703546424290716	0.381	0.049	Macrophage	Pycard
Snx2	6.87291241795522e-30	1.05442811153721	0.496	0.112	Macrophage	Snx2
Adap2	8.76333336404507e-30	0.857532791652036	0.324	0.03	Macrophage	Adap2
Lcp21	1.30867802510746e-29	0.704157241268827	0.245	0.011	Macrophage	Lcp2
Ier5	1.67344740370572e-29	0.912444967758399	0.331	0.032	Macrophage	Ier5
Pla2g15	1.8020149692612e-29	0.762372043058798	0.331	0.032	Macrophage	Pla2g15
Clta	1.84695048571632e-29	0.954630741755399	0.727	0.304	Macrophage	Clta
Tm6sf1	2.93549431160676e-29	0.949283134467902	0.367	0.044	Macrophage	Tm6sf1
Pou2f2	7.93842594761769e-29	0.850618788801784	0.23	0.01	Macrophage	Pou2f2
Mndal1	8.98951760587813e-29	0.983977630450477	0.597	0.16	Macrophage	Mndal
Tep1	1.32748268844241e-28	0.782020697032737	0.324	0.032	Macrophage	Tep1
Ifi30	1.40189402219578e-28	0.902797067911978	0.345	0.041	Macrophage	Ifi30
Camk1	1.74569124690163e-28	0.932615221620027	0.432	0.077	Macrophage	Camk1
Cd36	2.47458146489553e-28	0.848871438024157	0.345	0.044	Macrophage	Cd36
Arpc21	2.51381505855017e-28	0.802146248289281	0.892	0.594	Macrophage	Arpc2
Ap2a2	4.82561962981287e-28	0.845721092243895	0.468	0.09	Macrophage	Ap2a2
Mafb	5.25062896688129e-28	0.966025529297913	0.446	0.083	Macrophage	Mafb
Nrp2	5.31447212784714e-28	0.926138573126688	0.482	0.099	Macrophage	Nrp2
Lmo2	5.54856531231667e-28	0.76645619226755	0.374	0.051	Macrophage	Lmo2
Fermt31	6.06475052639892e-28	0.694724127324975	0.23	0.01	Macrophage	Fermt3
Fam111a	6.24529986751838e-28	0.85127019622343	0.353	0.044	Macrophage	Fam111a
Ninj1	1.26894974949889e-27	0.920786127367474	0.518	0.118	Macrophage	Ninj1
Ctsz	1.36198370949023e-27	0.865696853827986	0.54	0.134	Macrophage	Ctsz
Slco2b1	1.46293751302376e-27	0.770532272359934	0.403	0.062	Macrophage	Slco2b1
Pip4k2a	2.05018030569443e-27	0.931964455050678	0.367	0.051	Macrophage	Pip4k2a
Ifi27l2a1	2.33892061647233e-27	1.07104562459199	0.453	0.086	Macrophage	Ifi27l2a
Psmb91	2.94821706345428e-27	0.844993032641228	0.345	0.042	Macrophage	Psmb9
