clusters	InnateLymphoid	Macrophage	Endothelial	Myoid	Leydig	Sertoli	Unknown
Ankfy1	0.214258383	0.500365566	0.225218673	0.313176612	0.181342816	0.236679252	0.189479873
Ankhd1	0.799032729	0.681542474	0.543365105	0.294923406	0.349706909	0.612117381	0.586760655
Ankib1	0.412304867	0.37814675	0.373310715	0.338370778	0.423704323	0.653864823	0.35078271
Ankk1	0	0	0	0	0	0	0.00066848
Ankle1	0	0	0.036042096	0	0.011959605	0.006947651	0.001700298
Ankle2	0.372195348	0.551780821	0.261154556	0.698068986	0.193234129	0.286558686	0.43059323
Ankmy1	0	0.029657285	0.041246481	0.18673971	0	0.028787134	0.011946217
Ankmy2	0.32409559	0.334013866	0.213065936	0.555850526	0.183190289	0.175490927	0.271593431
Ankra2	0.763885124	0.49898799	0.202067522	0.471856127	0.283734193	0.810910215	0.520213419
Ankrd10	0.892691372	0.317898522	0.401430827	0.945926769	0.394845445	0.382190346	0.547744063
Ankrd11	1.667578628	1.359316713	1.411093102	1.518948482	1.124707877	1.969765409	1.319343142
Ankrd12	1.362077625	1.502159007	1.380944454	0.95984292	0.823330666	1.140873541	1.290710163
Ankrd13a	0.192001943	0.449687608	0.933133924	0.343123687	0.342165148	1.110577112	0.262979109
Ankrd13b	0	0	0	0	0	0.009666338	0.008062039
Ankrd13c	0.488425159	0.308256674	0.400062763	0.60667911	0.367154412	0.393837449	0.373170169
Ankrd13d	0	0.030057492	0	0	0.014191454	0.046590042	0.017558624
Ankrd16	0.2936634	0.285267594	0.21914709	0	0.244626982	0.390576935	0.341021682
Ankrd17	0.3973745	0.676671313	0.645071605	0.395942832	0.650149511	1.101784813	0.612467887
Ankrd2	0	0	0	0	0	0.161626595	0
Ankrd22	0	0	0	0	0.003148843	0.00269753	0.003008025
Ankrd23	0.099566372	0.020508996	0.10256162	0.077223862	0.060965334	0.349119379	0.108941442
Ankrd24	0	0.111075653	0.057391387	0	0.205707579	0.056487951	0.107504162
Ankrd26	0.312502093	0.370035173	0.32188726	0.104268627	0.267803109	0.516800248	0.375651059
Ankrd27	0	0.106759655	0.278252205	0.184371069	0.119712558	0.120388846	0.145634261
Ankrd28	0.023578435	0.101498442	0.171409563	0	0.106021395	0.391314286	0.171140162
Ankrd29	0	0.032720587	0.323348997	0	0.027922967	0.021558286	0.297554044
Ankrd32	0.342616218	0.310510408	0.432926853	0.475022492	0.244551208	0.365872419	0.36792714
Ankrd33b	0	0.106255844	0.417558852	0	0	0.062364007	0.009261883
Ankrd34b	0	0	0	0	0.016266128	0.001322112	0
Ankrd35	0	0.073237971	0	0	0.072809532	0.206947494	0.340026464
Ankrd36	0.160058676	0.176515481	0.205776358	0.287644077	0.132955181	0.469237528	0.23926506
Ankrd37	0.08049655	0.009521342	0.825702723	0.19829718	0.014185759	0.056170811	0.058152345
Ankrd39	0.265533127	0.013227986	0.077737436	0	0.123769064	0.331743831	0.170599431
Ankrd40	0.341854158	0.339266939	0.533133501	0.326738075	0.31687201	0.320527179	0.286368895
Ankrd42	0.032813927	0.296918362	0.123501551	0	0.071601337	0.461955296	0.187127824
Ankrd44	0.442941401	0.304402178	0.132251755	0.229786383	0.004466316	0.127691557	0.067327621
Ankrd45	0.108649562	0.031383785	0.072635427	0.432210943	0.068355914	0.127850016	0.050181583
Ankrd46	0.334128135	0.378997598	0.381199069	0	0.473693297	0.220456123	0.427482286
Ankrd49	0.606673812	0.359765199	0.352090636	0.699168353	0.163862307	0.59508318	0.386690487
Ankrd50	0.09359239	0.203769291	0.193211368	0.53833443	0.312858193	0.127050161	0.250549589
Ankrd52	0.045008857	0.112740872	0.103205791	0	0.078435691	0.039618665	0.083742934
Ankrd53	0.037617651	0.118778311	0.059115105	0.153626283	0.011604431	0.098598654	0.034517503
Ankrd54	0.239444864	0.274233228	0.181703113	0.317413134	0.207787934	0.76785322	0.25985536
Ankrd55	0.034162861	0.041550946	0	0	0	0.0203709	0.071324746
Ankrd6	0	0	0	0	0.009700921	0.132277482	0
Ankrd60	0	0.083719249	0.175340281	0	0.106807312	0.174958413	0.044833371
Ankrd61	0.085945809	0.054500908	0.077478295	0.184371069	0.020896352	0.165976987	0.048186552
Ankrd63	0	0	0	0	0.063745952	0.009772063	0
Ankrd65	0	0	0	0	0	0	0
Ankrd66	0	0.017113391	0	0	0	0.004174697	0.006579798
Ankrd7	0	0.335347876	0.066221298	0.115753387	0.069990395	0.191053748	0.14659793
Ankrd9	0	0.089388417	0	0.185210064	0.171082144	0.110927442	0.05503146
Anks1	0.037617651	0.125335108	0.37273044	0	0.024726353	0.263812568	0.127732134
Anks1b	0	0.044353669	0	0	0	0.009032611	0.001906913
Anks3	0.105894986	0.162569147	0.174057543	0.265721935	0.22110022	0.44066853	0.300794879
Anks4b	0	0	0	0	0	0.012508617	0
Anks6	0	0.017856997	0.046611714	0	0	0.019671706	0.048230316
Ankub1	0	0	0	0	0	0	0
Ankzf1	0.269906428	0.251396531	0.205472368	0.22445626	0.226943657	0.198455319	0.257389055
Anln	0.139075917	0.0585258	0.139962863	0.191525191	0.160522634	0.092009975	0.078313043
Ano1	0	0	0.580398157	1.655794265	0.070647426	0.752030707	0.025713377
Ano10	0.126777324	0.162882816	0.260765682	0	0.150637402	0.119935527	0.190035156
Ano2	0	0.009913645	0	0	0	0.010207413	0.006176443
Ano3	0.121449401	0	0	0	0.06169042	0.001223842	0.011547529
Ano4	0	0	0	0	0	0.108027453	0.018347316
Ano5	0	0	0	0	0.001612683	0.010808409	0.006014338
Ano6	0.2796533	0.831361125	1.19971803	0.865301413	0.482611592	0.425956764	0.963959522
Ano7	0	0	0	0	0	0	0
Ano8	0	0.042076443	0.034872381	0	0.008687293	0.008471138	0.032897037
Ano9	0	0	0	0	0	0.002389856	0.004171458
Anp32-ps	0.08049655	0.042593941	0.041702596	0	0.009826368	0.035682521	0.026471392
Anp32a	2.216425085	1.693838379	2.445614589	1.736437888	1.215098372	1.42022377	1.444070945
Anp32b	2.021219135	1.406428935	1.852525204	1.556179244	1.39866866	1.514201038	1.331262517
Anp32b-ps1	0.105959216	0.033176968	0.192786297	0.346018028	0.067539817	0.099590314	0.070031961
Anp32e	1.527873382	0.866063656	0.904873717	1.485813801	0.68337866	1.019500922	0.927691315
Anpep	0	0.02837772	0.171036309	0.331909368	0	0.004199604	0.009941647
Antxr1	0	0.098374209	0.13338363	0.531820351	0.086649497	0.004462073	0.522355534
Antxr2	0.193588462	0.257914189	0.073398651	0.115687697	0.094591371	0.024326425	0.493461907
Antxrl	0	0.072999769	0	0	0.00836447	0.089106827	0.036630548
Anxa1	0.94385846	0.608832768	0.457199375	1.099908614	0.347458691	0.027335735	1.409764367
Anxa11	0.086373664	0	0.022170514	0.410295876	0	0.016712878	0.038094419
Anxa11os	0	0	0	0	0	0.000736753	0.001697751
Anxa13	0	0	0	0	0	0.05966132	0
Anxa2	1.521796895	1.67363678	1.887167923	1.56262118	1.470127574	1.392089689	2.649486098
Anxa3	0.104953209	0.942813242	1.139432443	0.909631396	0.160265893	0.199395342	0.846562947
Anxa4	0.113808481	0.492515189	0.079226856	0.31600808	0.661291372	0.134330425	0.531435494
Anxa5	0.834319407	1.971031626	1.391118661	1.739540656	1.399076503	0.275774012	1.960135036
Anxa6	1.582596671	0.655229586	0.434850209	1.079756121	0.122956036	0.122967627	0.346891922
Anxa7	0.282533917	0.508823752	0.343744906	0.071687535	0.424779251	0.133899839	0.844742658
Anxa8	0	0.025897343	0	0	0	0.002329895	0.19085675
Anxa9	0	0.149843729	0.025280811	0	0.006130337	0.362304353	0.27927398
Aoah	0	0.715715688	0	0	0	0	0.001677654
Aoc1	0	0.007543568	0	0	0.008576272	0.002915865	0.00919737
Aoc2	0	0	0.034769061	0	0.005438461	0.021272143	0.038796237
Aoc3	0	0.055952797	1.286090395	1.38453614	0.066122442	0.009937208	0.385840468
Aox1	0.082659119	0.113051095	0.043419316	0	0.580256774	0.084919177	0.572150848
Aox2	0	0	0	0	0.028660103	0.004621715	0.02665985
Aox3	0	0.197104572	0	0	0.827112867	0.048110782	0.614434432
Aox4	0	0	0	0	0	0.006347023	0.002160348
Ap1ar	0.287556307	0.252242614	0.115704208	0.283439517	0.101106922	0.319269761	0.265483955
Ap1b1	0.428981036	0.817825627	0.21208604	0	0.188008078	0.359056306	0.108764413
Ap1g1	0.122675964	0.425628427	0.349485711	0.255839323	0.410483814	0.357348502	0.349376838
Ap1g2	0.376564835	0.085243946	0	0	0.066115895	0.006724937	0.060314196
Ap1m1	0.542284377	0.255185042	0.373900181	0.786691503	0.273751652	0.32745579	0.370486401
Ap1m2	0	0	0	0	0	0.121730761	0
Ap1s1	0.489319065	0.4443588	0.417878953	0.631139211	0.33257249	0.441782805	0.302046873
Ap1s2	0.284237144	0.714521417	0.290352761	0.734727859	0.093712795	0.196193722	0.446055167
Ap1s3	0.13932107	0.036192827	0.034131502	0	0	0	0
Ap2a1	0.037312193	0.138173426	0.327305962	0.124750393	0.12363428	0.250378192	0.160256435
Ap2a2	0.4162068	1.201760716	0.326735497	0.542976764	0.164242932	0.222591945	0.487574876
Ap2b1	0.515550849	0.682514128	0.434939823	0.312786658	0.378315619	0.754096024	0.608458849
Ap2m1	0.668459403	0.751685945	0.455120372	0.527298087	0.596270414	0.643820018	0.594217921
Ap2s1	0.783801062	1.072431879	0.799555069	0.735657265	0.708557827	0.618331636	0.685218117
Ap3b1	0.876099828	0.820747119	0.691808148	0.671925491	0.527966156	1.038967791	0.693362116
Ap3b2	0	0.020243524	0	0	0	0	0.000967753
Ap3d1	0.679597983	0.959017915	0.706220336	0.906391712	0.653899095	1.24800192	0.703796463
Ap3m1	0.262098778	0.237904707	0.29361664	0.949901015	0.149184506	0.363056103	0.214818772
Ap3m1-ps	0	0	0	0	0	0.004677934	0.003106323
Ap3m2	0.234499726	0.255049918	0.253652345	0.109240687	0.079749874	0.141519118	0.050774129
Ap3s1	0.355365337	0.158266736	0.170070831	0.115753387	0.090545692	0.333073561	0.203714018
Ap3s1-ps1	0	0.011719108	0.017480762	0	0	0	0
Ap3s1-ps2	0	0	0	0	0	0.005217838	0
Ap3s2	0	0.156028264	0.099647217	0.383513399	0.135863117	0.203463616	0.128293848
Ap4b1	0	0.29673664	0.17897586	0	0.07543974	0.119330781	0.079304162
Ap4e1	0.067964015	0.037700718	0.146396901	0	0.051713668	0.228083511	0.102701543
Ap4m1	0.429777004	0.317263056	0.233395888	0.467225186	0.228185336	0.200836396	0.329076084
Ap4s1	0.216701958	0.235673	0.201676084	0.581793659	0.419633419	0.159634523	0.304498954
Ap5b1	0	0	0.024302001	0	0.021843143	0.016840874	0.006318491
Ap5m1	0	0.112857922	0.198345415	0.126453184	0.096990343	0.100095049	0.107084375
Ap5s1	0.088477569	0.2036743	0.068515631	0	0.147258255	0.210283694	0.150096025
Ap5z1	0.11317119	0.056927749	0	0	0.064764593	0.201777057	0.055878775
Apaf1	0.443929634	0.266755285	0.344971495	0.089293209	0.053379134	0.061251296	0.183202498
Apba1	0	0.132338938	0.058214167	0	0.004084583	0.061917292	0.054568264
Apba2	0	0	0	0	0	0	0
Apba3	0	0.101430101	0.116342456	0.374733868	0.1723623	0.083419412	0.143091002
Apbb1	0	0.05382575	0.035690748	0.55541387	0.003050516	0.010015404	0.074192533
Apbb1ip	1.357534657	1.286828102	0.01797575	0.104268627	0.016111407	0.040425167	0.028629552
Apbb2	0	0.043373627	1.328145248	0.643262862	0.079406059	0.070297894	0.147539668
Apc	0.626502169	0.660728209	0.694017288	0.621659624	0.606519742	0.819714147	0.567646891
Apc-ps1	0	0	0	0	0	0	0.001957956
Apc2	0.037312193	0	0	0	0.001612683	0	0
Apeh	0.193061459	0.169440603	0.162893687	0	0.193792553	0.326271145	0.156964005
Apela	0	0	0	0	0	0.002693285	0.004034078
Apex1	0.15710336	0.156496867	0.12109333	0.373469773	0.515241752	0.467517831	0.352687597
Apex2	0	0.05729484	0.161298707	0.129754022	0.022151855	0.075834232	0.083404937
Aph1a	0.090052388	0.164187449	0.322360301	0.129754022	0.240650674	0.226224795	0.166437139
Aph1b	0	0.175698139	0.095221048	0.352789899	0.120383235	0.171190743	0.159391939
Aph1c	0	0.168948677	0.035118804	0	0.353044181	0.051398771	0.05892111
Api5	0.293547178	0.340194871	0.436561027	0.286557607	0.217518395	0.202208282	0.331722636
Apip	0.279154422	0.361558533	0.134262897	0.402549495	0.838767858	0.161902685	0.494584382
Apitd1	0.208910955	0.07091277	0.043417957	0.181651654	0.044363803	0.086694889	0.049172511
Aplf	0	0.020426203	0.03495399	0.054697288	0.076685812	0.089296617	0.067745845
Apln	0	0	0.760065602	0	0.827941205	0.005997411	0.003899319
Aplnr	0	0	0.534786395	0	0	0.000859402	0
Aplp1	0.064745852	0	0.026421904	0	0	0.116769895	0.004009472
Aplp2	0.641130751	1.705176879	1.796584659	2.191439501	1.762246428	1.783878619	1.604130113
Apmap	0.191329536	0.205340395	0.114510869	0	0.304048939	0.160217401	0.188805118
Apoa1	0	0	0.076921109	0	0.068540345	0.016439664	0.007634694
Apoa1bp	0.367119849	0.486434215	0.583009014	0.470934057	0.93229127	0.426457044	0.681218782
Apoa2	0.114921059	0	0.026267464	0.170616762	0.003102825	0.20690079	0.011000138
Apob	0	0	0	0	0	0.003864333	0.000559945
Apobec1	0.122594296	0.744865196	0.18708781	0.111267756	0.038787033	0.038167105	0.046304348
Apobec2	0	0	0	0	0	0	0.002621682
Apobec3	0.863400457	0.724515781	0.407236005	0	0.13963226	0.613234634	0.065377025
Apobec4	0.099202843	0.016580911	0.018383918	0.144473915	0	0.106927721	0.068021259
Apobr	0.452262991	0.360245798	0	0.236473019	0.060425073	0	0.083470196
Apoc1	0	0.2078101	0.092756016	0	2.522497273	0.03462201	0.377904161
Apoc2	0	0.062492649	0	0	0	0.010207584	0
Apod	0.048158452	0.295209764	0.196781662	0	0.00302847	0.003594723	0.888691081
Apoe	1.209376767	5.065905296	1.257998056	0.270685784	2.895472016	0.483484464	3.595660725
Apof	0	0	0	0	0.207824021	0.005532484	0.004332622
Apoh	0	0.168498666	0	0	0.016370053	0.080862616	0.018420719
Apol10a	0	0	0	0	0	0	0.001832926
Apol10b	0	0	0.407331836	0	0	0	0
Apol6	0	0.042547035	0	0.228751608	0.236950608	0.001223842	0.033547357
Apol7b	0	0	0	0	0.002543311	0.00076076	0.006196584
Apol7c	0	0.13938665	0	0	0	0.00063189	0
Apol7d	0	0	0	0	0	0	0.00093735
Apol8	0	0	0	0	0.001894544	0.005707222	0.001391462
Apol9b	0	0	0.182799419	0	0.030583002	0	0.025192281
Apold1	0.061604932	0	0.630311856	1.21704989	0	0.015690201	0
Apom	0	0	0	0	0	0	0.003206714
Apoo	0.037312193	0.131198391	0	0	0.108292917	0.047721104	0.094419346
Apoo-ps	0	0.029058297	0.018855498	0	0.020417244	0.013710804	0.016185785
Apool	0.235493304	0.180894312	0.224768119	0	0.2611534	0.131759585	0.155510743
Apopt1	0.356996814	0.513253087	0.622987922	0.845589881	0.541075856	0.806942714	0.578821579
App	0.321854636	1.958827041	2.625788957	1.945430138	1.585941819	1.605772073	2.487976951
Appbp2	0.450430283	0.482316807	0.6451275	0.612432659	0.990103321	1.13593458	0.754555425
Appbp2os	0.048158452	0.006214292	0	0	0.034723669	0.035837867	0.007497685
Appl1	0.749991981	0.608699743	0.406702372	0.612982078	0.473834836	1.143700597	0.59035632
Appl2	0.027719805	0.818760691	0.370024174	0.442610965	0.913814173	1.395466717	1.054646305
Aprt	0.739309471	0.561656625	0.57209582	0.239695681	0.43829754	0.474629898	0.600655208
Aptx	0.373809102	0.360434184	0.081128282	0	0.150389395	0.422313909	0.284925492
Aqp11	0.361313407	0.219984485	0.461331847	0.558712412	0.195126101	0.80745086	0.29609781
Aqp12	0	0	0	0	0.07621511	0	0.005308826
Aqp2	0	0.200976586	0.034121164	0.177923886	1.77254096	0.014140828	0.857012033
Aqp3	0.200560978	0	0	0	0	0.012177575	0.001108495
Aqp5	0	0	0	0	1.041948296	0.021639735	0.017299209
Aqp7	0.049880677	0.114313454	0.022594514	0.124750393	0.072848015	0.240052806	0.062821749
Aqp8	0	0	0	0	0.00154726	1.109325361	0.007770082
Aqp9	0.12221027	0.025476147	0	0	0.094078044	0.078169132	0.043253496
Aqr	0.432001677	0.331132472	0.271969272	0.306844494	0.16660442	0.210060589	0.267317439
Ar	0.509021408	0.256559747	0.802501932	1.149463149	0.795820669	0.870782695	1.041206807
Araf	0.505557219	0.289462591	0.717808722	0.209139977	0.541401089	0.524154185	0.53817243
Arap1	0	0.685932681	0.155676838	0	0.053933412	0.015778669	0.638190669
Arap2	0.361988914	0.195127624	0.289335195	0.410183879	0.015205279	0.812423755	0.017774728
Arap3	0	0.018329933	0.683806345	0	0	0.029757456	0.00156568
Arc	0.095984005	0.023530823	0	0.197893167	0.004352537	0.071331797	0.043430293
Arcn1	0.838172989	0.847505755	0.560288242	0.772754931	1.028604902	0.531261043	1.064914966
Arel1	0.230169629	0.151858174	0.157105691	0.382719485	0.150094707	0.351868201	0.140595369
Arf1	1.25050267	1.098891389	1.166815383	1.04893459	1.204937686	0.996262635	1.232390273
Arf2	0.165085445	0.609357686	0.544590373	0.268642415	0.177165076	0.223336835	0.515710602
Arf3	0.337363466	0.532876731	0.277470852	0.467813921	0.36218221	0.862099413	0.258001981
Arf4	0.553186946	0.91822717	0.998324368	1.472514525	1.350640371	0.746644632	1.290023043
Arf4os	0	0.030268746	0	0.115753387	0.006306723	0.048504392	0.023399959
Arf5	1.141415708	0.895913766	0.815758883	0	0.696152301	1.120158424	0.728564913
Arf6	0.970316851	0.635504637	0.394566514	0.143760284	0.572029557	0.418607455	0.387604516
Arfgap1	0.279815261	0.243378549	0.206252937	0.470655088	0.498824315	0.352287081	0.368065797
Arfgap2	0.070790941	0.234790265	0.127089989	0.310414181	0.273559	0.235341308	0.211350932
Arfgap3	0.113938163	0.274354784	0.545439926	0.565595884	0.282023479	0.165503345	0.406466068
Arfgef1	0.469428763	0.352789843	0.490333754	0.201140483	0.474763995	0.421981921	0.458241014
Arfgef2	0.094289515	0.044618214	0.022909394	0.266848326	0.124721339	0.218776168	0.125454798
Arfgef3	0	0	0	0.129754022	0	0.059665427	0
Arfip1	0.327282639	0.287146534	0.371245668	0.416720677	0.323999248	0.267254881	0.321055339
Arfip2	0.151850715	0.221431572	0.077326895	0.26574066	0.30707676	0.19468211	0.317136296
Arfrp1	0.169570337	0.21684211	0.26212323	0.583369662	0.311219494	0.400671463	0.256703536
Arg1	0.059267473	0	0	0	0	0.016784692	0
Arg2	0	0	0	0	0	0.005609952	0.001215119
Arglu1	1.299586341	1.411942331	1.709872276	1.25360898	1.209832984	1.844814043	1.412923695
Arhgap1	0.343085906	0.211088196	0.346990269	1.007003752	0.24564041	0.329795482	0.317311673
Arhgap10	0.388370649	0.433152384	0.23137379	0.707483822	0.506438833	0.048762061	0.804529383
Arhgap11a	0.490182779	0.167308472	0.172433143	0	0.035015653	0.060105778	0.017390999
Arhgap12	0.303155016	0.620982556	0.329352797	0	0.395494581	0.829046943	0.398059559
Arhgap15	0.901953148	0.636775979	0.023474816	0	0.087343588	0.00783569	0.320252255
Arhgap17	0.687909315	1.197430759	0.90911472	0.664409668	0.273323672	0.633102024	0.576301009
Arhgap18	0.420504587	0.434326888	0.657598712	0.543308323	0.698096924	0.60457495	0.384764285
Arhgap19	0.174510968	0.562321392	0.098449811	0	0.044293599	0.195447948	0.055647622
Arhgap20	0	0.337476262	0.188221172	0	0.051357273	1.384927498	1.027082022
Arhgap20os	0	0	0	0	0	0.004359368	0.000780137
Arhgap21	0.059267473	0.450746206	0.402179157	0.143760284	0.258362483	0.134410414	0.790149059
Arhgap22	0	0.061210122	0.029175896	0	0.085087403	0.118865868	0.004251778
Arhgap23	0.104953209	0.198394518	0.422498583	0.298243673	0.052915648	0.260559638	0.214184772
Arhgap24	0.045573446	0.056206842	0.074417951	0.474664061	0.320638276	0.066138274	0.537560342
Arhgap25	0.76206826	0.450025917	0.362249969	0	0	0.001982856	0.002603016
Arhgap26	0.459547117	0.061602699	0.151317214	0.054697288	0.071790856	0.336980462	0.06721055
Arhgap27	0.245423945	0.092719989	0.12842553	0	0	0	0.021373871
Arhgap27os2	0	0.075773087	0	0	0.008913525	0.003399073	0.013154859
Arhgap28	0.088729516	0.081312329	0.15012179	0	0.190920775	0.017929633	0.260477852
Arhgap29	0.321698624	0.569283205	1.65639259	1.43008014	0.457381102	1.002743445	1.03759727
Arhgap30	1.931024694	1.438877159	0	0	0	0.009698163	0.033349956
Arhgap31	0.17553	0.569832608	0.815236494	0.141661141	0.020176779	0.50884793	0.138024384
Arhgap32	0.027719805	0.026968103	0.190405673	0	0.09938111	0.758603711	0.19868725
Arhgap33	0	0	0.03503071	0	0.010903212	0.122945802	0.056238701
Arhgap33os	0	0	0	0	0	0.006206366	0.002180225
Arhgap35	0	0.095388757	0.324746983	0.153478899	0.285807978	0.215824215	0.21954287
Arhgap39	0	0.124378845	0.073157731	0.054697288	0.062235367	0.354228847	0.028463905
Arhgap4	0.356123002	0.111153115	0.028117525	0	0.019791533	0.008123378	0.009944452
Arhgap40	0	0	0	0	0	0	0
Arhgap42	0	0.163576254	0.245133731	0.296799672	0.126290292	0.057665378	0.294006915
Arhgap44	0	0	0	0.212935	0.009763927	0.030194662	0.015113013
Arhgap5	0.100011836	0.684617919	1.260168857	1.279783932	0.871662956	0.825093182	0.747816061
Arhgap6	0	0.090742002	0.039127656	0.764059342	0.065452159	0.010102412	0.280564376
Arhgap8	0	0	0.058988908	0	0.006126104	0.010757281	0.005914084
Arhgap9	1.017744894	0.390831894	0.153292333	0	0.009733536	0.000614754	0.003956883
Arhgdia	1.327476296	1.197435097	1.015724111	0.820674615	0.600974131	0.548723331	0.922058604
Arhgdib	2.710339997	1.767731844	0.440909939	0.956677281	0.461879975	0.043612061	1.332347904
Arhgdig	0	0.016580911	0	0.144473915	0.160305013	0.106953086	0.071425556
Arhgef1	1.038013404	0.476068619	0.37803212	0.425112404	0.138467889	0.444586089	0.266374663
Arhgef10	0.045573446	0.240729348	0.176759743	0.142155348	0.073484766	0.284505111	0.320306979
Arhgef10l	0	0.106868001	0	0	0.003619028	0.010861681	0.039694725
Arhgef11	0.18540564	0.095998871	0.109400353	0.115753387	0.150582302	0.101443163	0.159793283
Arhgef12	0.09292403	0.44856148	0.915089365	0.98638322	0.58575399	0.480094805	0.744805033
Arhgef15	0	0.060996871	0.839786016	0.343629054	0.005295579	0.037319705	0.027952798
Arhgef16	0	0	0	0	0	0	0
Arhgef17	0	0.032213733	0.330462744	0.529233539	0.111311377	0.009950739	0.224299589
Arhgef18	0.149072995	0.128494491	0.100998726	0.442425735	0.167208425	0.345014273	0.133167077
Arhgef19	0	0.0067476	0	0	0.036108947	0.001058008	0.032089724
Arhgef2	0.681849616	0.811342963	1.274986212	0.980940623	0.128619528	0.32868667	0.378404695
Arhgef25	0	0.178119081	0.04345306	0.525325007	0.127244653	0.703152728	0.464845325
Arhgef26	0	0.009521342	0	0	0	0.008120937	0.051234438
Arhgef28	0	0.048803028	0.037014723	0	0.028109185	0.009695545	0.171210122
Arhgef3	0.228774656	0.482999026	0.469707157	0	0.0904466	0.238152637	0.203398499
Arhgef33	0.183065262	0	0.043347482	0	0.003148843	0.068676285	0.033901529
Arhgef37	0	0	0	0	0	0.059828453	0
Arhgef38	0	0	0	0	0	0.000424467	0
Arhgef39	0.189988108	0.052976874	0.048707403	0.181899207	0.002547584	0.006552292	0.013945569
Arhgef4	0.152860784	0.069670734	0.005465313	0	0.06513868	0.029405048	0.014087493
Arhgef40	0	0.215340671	0.268389389	0.141687571	0.023714989	0.048346346	0.373705205
Arhgef5	0.110053566	0.035043899	0.679189869	0.111267756	0.170880108	0.008535346	0.08924028
Arhgef6	0.822638965	0.779399032	0.098248403	0.675110587	0.16756738	0.261839674	0.190468005
Arhgef7	0.097249845	0.183668633	0.625722562	1.449035378	0.137924118	0.276451744	0.181807055
Arhgef9	0.027719805	0.014081824	0.14587334	0.115687697	0.058940576	0.018693062	0.184817704
Arid1a	0.380042278	0.413379615	0.675060165	0.950755996	0.283806075	0.637382296	0.41280849
Arid1b	0.150563224	0.219074961	0.311736499	0.153626283	0.457194234	0.36466774	0.358437011
Arid2	0.566231412	0.420222299	0.726850336	0.82132116	0.416460784	0.890070681	0.485973907
Arid3a	0.194555109	0.47904975	0.087574609	0	0.06402567	0.105754762	0.130785025
Arid3b	0.27063063	0.074927376	0.046818301	0.257360148	0.019075179	0.142253176	0.023519556
Arid3c	0	0	0.01174671	0	0	0.001847969	0
Arid4a	1.242530848	1.350207845	1.141742498	0.804042453	0.702256681	1.826344726	0.989498714
Arid4b	1.235456419	0.971663349	1.343958581	0.934401114	0.940194942	1.934135794	1.069521727
Arid5a	0.469488184	0.121157064	0.199664541	0.596992658	0.027044105	0.07058991	0.014385625
Arid5b	0.382425574	0.565813731	0.704528249	1.195378275	0.584364033	1.11971833	1.032942417
Arih1	0.634134359	0.562022832	0.369210832	0.40729367	0.429815002	0.579879594	0.447831836
Arih2	0.245205004	0.265026971	0.344305347	0.144473915	0.250308674	0.471605871	0.382142205
Arl1	0.575740004	0.703406541	0.664504009	1.125532759	0.782334496	0.326027693	1.000571489
Arl10	0.037617651	0.122105978	0.01867897	0	0.071607781	0.007623247	0.077840688
Arl11	0	0.386857448	0	0	0	0.027303304	0.00894245
Arl13a	0	0.060021493	0	0	0	0.044115055	0.005736579
Arl13b	0.168546979	0.471410547	0.435897842	0.495225662	0.22993208	0.463829536	0.527417
Arl14ep	0.310336369	0.176352967	0.145835753	0	0.211511591	0.340585996	0.269993586
Arl14epl	0	0.004969107	0	0	0.012230594	0.029444647	0.01036811
Arl15	0.195120708	0.027886787	0.782463963	0	0.155991325	0.105476944	0.082373569
Arl16	0.274457545	0.200939205	0.285046944	0.232681115	0.302268542	0.126680724	0.315406695
Arl2	0.16257559	0.173931186	0.500988074	0.37481196	0.364469687	0.165319162	0.422232082
Arl2bp	0.792574784	0.560408382	1.12123999	0.773534158	0.611504863	1.290699596	0.56284385
Arl3	0.56253417	0.753938401	0.66932516	0.541168056	1.018150818	0.740099029	0.901091187
Arl4a	0.869026346	1.073622393	1.114108099	0.974041787	0.673972732	1.564610268	1.216341086
Arl4aos	0	0.05841281	0.020046335	0	0.028116583	0.068603209	0.030467927
Arl4c	1.521148844	1.090334128	0.198767572	0.357012378	0.001894544	0.060454852	0.034451722
Arl4d	0.057776799	0.076342311	0.043841289	0	0.022786012	0.174483966	0.211435184
Arl5a	0.308186669	0.237994249	0.27370795	0.401488291	0.213088123	0.121192344	0.161802509
Arl5b	0.176329749	0.018140429	0.105260894	0.347178088	0.182240872	0.123812542	0.161925455
Arl5c	0.125351276	0.226942279	0.011316037	0	0	0.020790946	0.032370472
Arl6	0.171461701	0.19966848	0.055728303	0.104268627	0.124322206	0.108271597	0.195072589
Arl6ip1	2.328162864	1.869804172	1.458047692	1.077221763	1.321784872	1.694397554	1.321257035
Arl6ip4	0.811847738	0.609885535	0.712686621	0.320748467	0.812487123	0.457724494	0.613857265
Arl6ip5	1.157998258	0.393413948	0.782097585	0.538908366	0.390516198	0.129004637	0.6368413
Arl6ip6	0.251473293	0.377892006	0.400888916	0.368412568	0.337729544	0.530154838	0.241456463
Arl8a	0.061604932	0.406268973	0.083443512	0	0.163120619	0.526259087	0.201514261
Arl8b	0.338088754	0.43685351	0.462926462	0.25267838	0.568733635	0.546977352	0.419520445
Arl9	0.088114913	0.258250546	0.196010849	0	0.082990456	0.633931942	0.097623944
Armc1	0.121477527	0.276525955	0.324390625	0.313235877	0.397687739	0.465270055	0.421157839
